name;price;image_url;quantity;description;category
WÓDKA DĘBOWA POLSKA CYTRYNÓWKA 0,7L 30%;49.99;https://alkoholeswiata24.pl/gfx/mini/1660038451.268.jpg, https://alkoholeswiata24.pl/gfx/1660038451.268.jpg;0;Delikatny likier produkowany na bazie wysoko jakościowej wódki i wyłącznie naturalnych składników przy wykorzystaniu tradycyjnych metod produkcji. Charakteryzuje się wyraźnym, lekkim, cytrusowym aromatem z delikatną nutą goryczki. Najlepiej podawać lekko schłodzoną lub w temperaturze pokojowej.  : Lekki, przyjemny. Mocne uderzenie cytrusów.  : Orzeźwiająca moc cytrusów w połączeniu z delikatną, cierpką goryczką w tle.;wodki smakowe
WÓDKA DĘBOWA RED LIS 0,7L 40%;59.00;https://alkoholeswiata24.pl/gfx/mini/1691740193.5932.jpg, https://alkoholeswiata24.pl/gfx/1691740193.5932.jpg;0;Wódka Dębowa Red Lis Wódka Dębowa Red Lis to wysokiej jakości trunek, produkowany z krystalicznie czystej wódki i leśnych owoców. Wódkę charakteryzuje przepiękny czerwony kolor i wizerunek lisa symbolizujący tajemnicę i przebiegłość. Zwinny lis nawiązuje do intensywności i wykwintnego smaku alkoholu. Mocno wyczuwalne nuty świeżych jagód, malin i czereśni, które są ucztą dla podniebienia każdego konesera. Wódka zabutelkowana z mocą 40% abv, jednak jej smak jest łagodny i mocno owocowy.  Wódka Dębowa Lis Red to niezwykły trunek, który cieszy oko i podniebienie. Wspaniały pomysł na prezent dla każdego wielbiciela natury.;wodki smakowe
WÓDKA DĘBOWA RYŚ 0,7L 40%;51.50;https://alkoholeswiata24.pl/gfx/mini/1674126116.738.jpg, https://alkoholeswiata24.pl/gfx/1674126116.738.jpg;1;Wódka Dębowa Ryś 0,7l 40%;wodki smakowe
WÓDKA DWÓR SIERAKÓW CZARNY BEZ 0,7L 40%;144.00;https://alkoholeswiata24.pl/gfx/mini/1683286595.6213.jpg, https://alkoholeswiata24.pl/gfx/1683286595.6213.jpg;2;Wódka Dwór Sieraków Czarny Bez 0,7 40% , wyprodukowana na bazie spirytusu zbożowego z dodatkiem owoców czarnego bzu i przypraw. Powstaje według tradycyjnych, unikalnych i strzeżonych receptur, w niewielkiej, ograniczonej ilości. Zabutelkowana z mocą 40% abv. Charakteryzuje się przepiękną burgundową barwą i zachwycającym profilem smakowym.  , ale równie wspaniale komponuje się w koktajlach.  Wódka Dwór Sieraków Czarny Bez - noty degustacyjne : Migdały, karmel, tosty, ajerkoniak, nuta dymu i beczki.  : Suszone śliwki, dojrzałe jeżyny, nuta dymu i czekolady.  : Wielowymiarowy, wędzone śliwki, maliny, czekolada.;wodki smakowe
WÓDKA DWÓR SIERAKÓW PIEPRZOWA 0,7L 40%;139.00;https://alkoholeswiata24.pl/gfx/mini/1655988072.8719.jpg, https://alkoholeswiata24.pl/gfx/1655988072.8719.jpg;0;;wodki smakowe
WÓDKA DWÓR SIERAKÓW PIEPRZOWA 0,7L 40% W PUDEŁKU;152.00;https://alkoholeswiata24.pl/gfx/mini/1655987902.812.jpg, https://alkoholeswiata24.pl/gfx/1655987902.812.jpg;6;;wodki smakowe
WÓDKA FINLANDIA CRANBERRY 0,7L 40%;62.00;https://alkoholeswiata24.pl/gfx/mini/1687342629.0571.jpg, https://alkoholeswiata24.pl/gfx/1687342629.0571.jpg;1;Wódka Finlandia Cranberry 0,7l;wodki smakowe
WÓDKA FINLANDIA COCONUT 0,7L 37,5%;63.00;https://alkoholeswiata24.pl/gfx/mini/1687342676.8362.jpg, https://alkoholeswiata24.pl/gfx/1687342676.8362.jpg;4;;wodki smakowe
WÓDKA EMPEROR CHOCOLATE 38% 0,7L;134.89;https://alkoholeswiata24.pl/gfx/mini/1685961437.0412.jpg, https://alkoholeswiata24.pl/gfx/1685961437.0412.jpg;1;Wódka Emperor Chocolate - wódka czekoladowa  produkowana w Holandii. Powstaje z najwyższej jakości naturalnych składników, wykorzystując tradycyjne metody produkcji. Destylowana jest pięciokrotnie w celu uzyskania gładkiego i aksamitnego charakteru trunku.  Niepowtarzalny smak trunku zapewni niezapomniane doznania na każdym przyjęciu w gronie przyjaciół czy rodziny. Wielokrotnie nagradzana Emperor Vodka została zamknięta w eleganckiej, brązowej butelce ze złotymi zdobieniami.  Emperor Chocolate Vodka - przepisy na koktajl 75ml Emperor Chocolate Vodka Wermut Martini Skórka pomarańczy Sok pomarańczowy Do shakera wsyp lód i pokryj go wermutem. Wymieszaj, następnie odlej wermut. Do shakera wlej Emperor Chocolate Vodka i odrobinę soku z pomarańczy. Wymieszaj i odlej wódkę. Połącz schłodzony wermut z wódką i sokiem z pomarańczy, wymieszaj, wlej do kieliszka i ozdób skórką pomarańczy.  60ml Emperor Chocolate Vodka 2 łyżki likieru kakaowego liście mięty lód Liście mięty ugnieć w szklance, uzupełnij szklankę miętą i wlej Emperor Chocolate Vodka i likier kakaowy. Wymieszaj składniki, udekoruj liściem mięty.;wodki smakowe
WÓDKA EMPEROR MOJITO 38% 0,7L;134.89;https://alkoholeswiata24.pl/gfx/mini/1685964094.141.jpg, https://alkoholeswiata24.pl/gfx/1685964094.141.jpg;1;Wódka Emperor Mojito - wódka mohito . Produkowana z wyselekcjonowanych, wyłącznie naturalnych składników. Do klasycznej, pięciokrotnie destylowanej wódki Emperor Superior został dodany naturalny aromat z mięty i limonki.   Nie pali w gardle, idealnie nadaje się do tworzenia  . Emperor Mojito Vodka - przepisy na drinki 75ml Wódka  Martini wermut limonka liście mięty Wymieszaj wermut z lodem, następnie odlej wermut. Dodaj liście mięty i plasterek limonki z wódką Emperor Mojito do shakera, wymieszaj. Połącz wermut z wódką i resztą składników, przelej do kieliszka i udekoruj skórką z limonki. liście mięty 60ml wódki Emperor Mojito łyżka syropu malinowego 3-4 plasterki limonki 3 łyżki syropu cukrowego lód woda gazowana do uzupełnienia Do wysokiej szklanki wsyp liście mięty i plasterek limonki. Dodaj syrop cukrowy i wymieszaj składniki. Do szklanki wlej wódkę i syrop malinowy. Wymieszaj składniki, dodaj lód i uzupełnij szklankę wodą. Udekoruj świeżymi malinami i listkami mięty.;wodki smakowe
WÓDKA FINLANDIA GRAPEFRUIT 0,7L 37.5%;62.90;https://alkoholeswiata24.pl/gfx/mini/1690535323.1659.jpg, https://alkoholeswiata24.pl/gfx/1690535323.1659.jpg;7;Wódka Finlandia Grapefruit 0,7l;wodki smakowe
WÓDKA DWÓR SIERAKÓW ŚLIWA Z TARNINĄ 0,7L 40% PUDEŁKO;144.89;https://alkoholeswiata24.pl/gfx/mini/1613729370.1659.jpg, https://alkoholeswiata24.pl/gfx/1613729370.1659.jpg;5;;wodki smakowe
WÓDKA DWÓR SIERAKÓW PRESTIGE CZARNY BEZ 0,7L 40% + 2 KIELISZKI;239.00;https://alkoholeswiata24.pl/gfx/mini/1672405447.6078.jpg, https://alkoholeswiata24.pl/gfx/1672405447.6078.jpg;0;Wódka Dwór Sieraków Prestige Czarny Bez 0,7l 40% zestaw dwa kieliszki;wodki smakowe
WÓDKA FINLANDIA LIME 0,7L 40%;59.00;https://alkoholeswiata24.pl/gfx/mini/1482186919.4003.jpg, https://alkoholeswiata24.pl/gfx/1482186919.4003.jpg;6;Wódka Finlandia Lime 0,7l 40%;wodki smakowe
WÓDKA J.A. BACZEWSKI MORELOWA 0,5L 38%;59.90;https://alkoholeswiata24.pl/gfx/mini/1674466524.877.jpg, https://alkoholeswiata24.pl/gfx/1674466524.877.jpg;7;;wodki smakowe
WÓDKA HUBERTÓWKA LEŚNA 0,5L 37,5 % KARTON;75.90;https://alkoholeswiata24.pl/gfx/mini/1599811563.9318.jpg, https://alkoholeswiata24.pl/gfx/1599811563.9318.jpg;6;;wodki smakowe
WÓDKA HUBERTÓWKA LEŚNA 0,5L 37,5 % + 2 KIELISZKI;85.90;https://alkoholeswiata24.pl/gfx/mini/1613561922.877.jpg, https://alkoholeswiata24.pl/gfx/1613561922.877.jpg;0;;wodki smakowe
WÓDKA GRAPPA AMBRA LA MORBIDA MOSCATO/CHARDONNAY 40% 1,5L;659.90;https://alkoholeswiata24.pl/gfx/mini/1546945664.7049.jpg, https://alkoholeswiata24.pl/gfx/1546945664.7049.jpg;0;;wodki smakowe
WÓDKA GORAL MASTER GRAPEFRUIT 0,7L 40%;75.90;https://alkoholeswiata24.pl/gfx/mini/1698138375.6879.jpg, https://alkoholeswiata24.pl/gfx/1698138375.6879.jpg;3;Wódka Goral Master Grapefruit 0,7l Goral Master Master Grapefruit to wódka premium produkowana na Słowacji w Tatrach. Wytwarzana z wysokiej jakości pszenicy ozimej i krystalicznej, górskiej wody źródlanej. Przechodzi przez siedmiokrotną destylację kolumnową i siedmiokrotną filtrację przez naturalne minerały, również diamenty. Produkcja odbywa się z zachowaniem tradycyjnych metod historią sięgającą XVIII wieku. Charakteryzuje się niezwykłą lekkością i delikatnym, łagodnym smakiem. To doskonała wódka do picia na czysto, jest wyjątkowo łatwo pijalna i cechuje się kremowym, zrównoważonym smakiem. Do wódki Goral Master został dodany naturalny ekstrakt z grejpfruta i w efekcie uzyskano orzeźwiającą, lekko cytrusowa wódkę. Zamknięta w butelkę o unikalnym designie, do którego został dołączony elegancki kartonik.;wodki smakowe
WÓDKA GORAL MASTER CRANBERRY 0,7L 40%;75.90;https://alkoholeswiata24.pl/gfx/mini/1698136260.8276.jpg, https://alkoholeswiata24.pl/gfx/1698136260.8276.jpg;2;Wódka Goral Master Cranberry 0,7l - wódka żurawinowa Goral Master Master Cranberry to wódka premium produkowana na Słowacji w Tatrach. Wytwarzana z wysokiej jakości pszenicy ozimej i krystalicznej, górskiej wody źródlanej. Przechodzi przez siedmiokrotną destylację kolumnową i siedmiokrotną filtrację przez naturalne minerały, również diamenty. Produkcja odbywa się z zachowaniem tradycyjnych metod historią sięgającą XVIII wieku. Charakteryzuje się niezwykłą lekkością i delikatnym, łagodnym smakiem. To doskonała wódka do picia na czysto, jest wyjątkowo łatwo pijalna i cechuje się kremowym, zrównoważonym smakiem.  Do wódki Goral Master został dodany naturalny ekstrakt z żurawiny i w efekcie uzyskano delikatnie słodką wódkę. Zamknięta w butelkę o unikalnym designie, do którego został dołączony elegancki kartonik.;wodki smakowe
WÓDKA FINLANDIA RASPBERRY 37,5% 0,7L;52.99;https://alkoholeswiata24.pl/gfx/mini/1635156866.395.jpg, https://alkoholeswiata24.pl/gfx/1635156866.395.jpg;0;;wodki smakowe
WÓDKA FINLANDIA RASPBERRY 37,5% 0,5L;42.50;https://alkoholeswiata24.pl/gfx/mini/1695809789.1212.jpg, https://alkoholeswiata24.pl/gfx/1695809789.1212.jpg;6;Wódka Finlandia Raspberry 0,5l Finlandia Raspberry to malinowa wódka wytwarzana z fińskiego jęczmienia, krystalicznej wody polodowcowej i soczystych malin. Charakteryzuje się delikatnym bukietem świeżych owoców. Doskonała do orzeźwiających koktajli i drinków.;wodki smakowe
WÓDKA J.A. BACZEWSKI PIOŁUNÓWKA 0,5L 35%;59.90;https://alkoholeswiata24.pl/gfx/mini/1674466439.2056.jpg, https://alkoholeswiata24.pl/gfx/1674466439.2056.jpg;6;;wodki smakowe
WÓDKA KETEL ONE CITROEN 40% 0,7L;103.90;https://alkoholeswiata24.pl/gfx/mini/1509299420.4098.jpg, https://alkoholeswiata24.pl/gfx/1509299420.4098.jpg;0;;wodki smakowe
WÓDKA KAMO TROPICAL 0,7L 40%;176.00;https://alkoholeswiata24.pl/gfx/mini/1687856497.9383.jpg, https://alkoholeswiata24.pl/gfx/1687856497.9383.jpg;2;Wódka Kamo Tropical  Kamo Tropical Vodka Premium to wysokiej jakości wódka o smaku owoców tropikalnych. Produkowana w Wielkiej Brytanii, destylowana siedem razy. Orzeźwiający trunek, w którego skład wchodzi aż 9 owoców, między innymi pomarańcza, ananas, kiwi, gujawa, marakuja i liczi.  Doskonała wódka do picia bez dodatków lub do mieszania w egzotycznym drinku.;wodki smakowe
WÓDKA KAMO REDBERRY 0,7L 40%;176.00;https://alkoholeswiata24.pl/gfx/mini/1687854474.7369.jpg, https://alkoholeswiata24.pl/gfx/1687854474.7369.jpg;3;Wódka Kamo Redberry KAMO Vodka Premium to wysokiej jakości, elegancka wódka premium produkowana w Wielkiej Brytanii. Poddana jest siedmiokrotnej destylacji, co wpłynęło na niezwykle gładki i aksamitny charakter trunku. W aromacie mocno owocowa, intensywne nuty czerwonych jagód. Na podniebieniu orzeźwiająca, lekka i delikatnie słodka.  Soczysta wódka Kamo Redberry doskonale będzie komponować się w orzeźwiających drinkach z sokami z czerwonych owoców.;wodki smakowe
WÓDKA KAMO KIWI 0,7L 40%;176.00;https://alkoholeswiata24.pl/gfx/mini/1687853460.9949.jpg, https://alkoholeswiata24.pl/gfx/1687853460.9949.jpg;2;Wódka Kamo Kiwi   niesamowita wódka o   produkowana w Wielkiej Brytanii. Destylowana siedmiokrotnie, niezwykle gładka i łatwa do picia.  . Produkowana z najlepszych owoców kiwi z Nowej Zelandii. Świeży smak z długim, aromatycznym finiszem.  Wódkę Kamo Kiwi najlepiej pić podaną na lodzie z plasterkiem cytryny.;wodki smakowe
WÓDKA KAMO BLUEBERRY 0,7L 40%;176.00;https://alkoholeswiata24.pl/gfx/mini/1687852650.5381.jpg, https://alkoholeswiata24.pl/gfx/1687852650.5381.jpg;2;Wódka Kamo Blueberry - wódka jagodowa  klasy premium, produkowana w Wielkiej Brytanii od 2021 roku. Destylowana siedmiokrotnie, co wpłynęło na łagodny, czysty smak alkoholu.   jest słodka i jednocześnie orzeźwiająca. Na podniebieniu wyczuwalne słodkie, soczyste jagody i świeże cytrusy. To świetny trunek do innowacyjnych, niebieskich drinków, ale świetnie smakuje również solo, podana na lodzie. Doskonała do barów, klubów nocnych jak i na imprezy w gronie przyjaciół.;wodki smakowe
WÓDKA KALINSKA VANILLA 0,7L 37,5%;69.00;https://alkoholeswiata24.pl/gfx/mini/1663767124.8289.jpg, https://alkoholeswiata24.pl/gfx/1663767124.8289.jpg;2;Wódka Kalinska Vanilla waniliowa 0,7l 37,5%;wodki smakowe
WÓDKA JAŁOWIEC POLSKI 0,5L 37,5 % KARTON;59.00;https://alkoholeswiata24.pl/gfx/mini/1648719018.3054.jpg, https://alkoholeswiata24.pl/gfx/1648719018.3054.jpg;0;;wodki smakowe
WÓDKA JAKOB HABERFELD MIODONKA 0,5l 40%;101.91;https://alkoholeswiata24.pl/gfx/mini/1645706789.7594.jpg, https://alkoholeswiata24.pl/gfx/1645706789.7594.jpg;1;;wodki smakowe
WÓDKA JAKOB HABERFELD BARREL AGED HONEY 0,5l 40%;124.00;https://alkoholeswiata24.pl/gfx/mini/1645707684.2044.jpg, https://alkoholeswiata24.pl/gfx/1645707684.2044.jpg;0;;wodki smakowe
WÓDKA J.A. BACZEWSKI WIŚNIÓWKA 0,5L 38%;59.90;https://alkoholeswiata24.pl/gfx/mini/1674466678.4575.jpg, https://alkoholeswiata24.pl/gfx/1674466678.4575.jpg;0;;wodki smakowe
WÓDKA KHORTYTSA ICE MINT 0,5L 40%;33.51;https://alkoholeswiata24.pl/gfx/mini/1670568941.4298.jpg, https://alkoholeswiata24.pl/gfx/1670568941.4298.jpg;0;Wódka Khortytsa Ice Mint 0,5l 40%;wodki smakowe
WÓDKA LUBELSKA CYTRYNÓWKA 0,5L 30%;31.00;https://alkoholeswiata24.pl/gfx/mini/1694609150.5777.jpg, https://alkoholeswiata24.pl/gfx/1694609150.5777.jpg;0;Wódka Lubelska Cytrynówka 0,5l 30%;wodki smakowe
WÓDKA KURNWICA DIABLICA 76% 0,5L;119.00;https://alkoholeswiata24.pl/gfx/mini/1690808107.8002.jpg, https://alkoholeswiata24.pl/gfx/1690808107.8002.jpg;3;Wódka Kurnwica Diablica  to wysokoprocentowy trunek rektyfikowany zbożowy. Produkowany na nalewie z anyżu, kopru włoskiego i ziela piołunu. To  . Zabutelkowany z mocą 76% abv. Charakteryzuje się zielonym kolorem i zdecydowanym, mocnym smakiem ziół.  . Dobry dla koneserów mocnych trunków jak i na wyjątkowy prezent.;wodki smakowe
WÓDKA KOSKENKORVA VANILLA 0,7L 37,5%;74.89;https://alkoholeswiata24.pl/gfx/mini/1683890852.5357.jpg, https://alkoholeswiata24.pl/gfx/1683890852.5357.jpg;10;Wódka Koskenkorva Vanilla - wódka waniliowa Finlandia Koskenkorva Vanilla to wysokiej jakości wódka ekologiczna produkowana od 1953 roku w Finlandii. Waniliowa wódka produkowana jest z jęczmienia i krystalicznej wody źródlanej. Aromatyzowana prawdziwymi laskami wanilii. W pełni naturalna wódka, w smaku łagodna i aksamitna z intensywnymi niuansami wanilii. Zabutelkowana z mocą 37,5% abv. Odpowiednia do drinków i koktajli.;wodki smakowe
WÓDKA KOSKENKORVA RASPBERRY 0,7L 37,5%;74.89;https://alkoholeswiata24.pl/gfx/mini/1683888915.1923.jpg, https://alkoholeswiata24.pl/gfx/1683888915.1923.jpg;10;produkowana w Finlandii. Powstaje z wysokiej jakości spirytusu zbożowego, aromatyzowana kombinacją słodkich malin i świeżych pączków sosny. Wódka jest w pełni ekologiczna i naturalna. Zabutelkowana z mocą 37,5% abv. Świetnie sprawdzi się do drinków owocowych. Można ją pić bez schłodzoną jako shot.;wodki smakowe
WÓDKA KOSKENKORVA LEMON LIME YARROW 0,7L 37,5%;68.00;https://alkoholeswiata24.pl/gfx/mini/1698060450.8667.jpg, https://alkoholeswiata24.pl/gfx/1698060450.8667.jpg;3;Wódka Koskenkorva Lemon Lime 0,7l Koskenkorva Original to wysokiej jakości wódka bio, destylowana w zachodniej Finlandii. To w pełni ekologiczna wódka, 100% ziarna jest wykorzystywane i nic nie jest marnowane. Powstaje z najlepszego jęczmienia i krystalicznej wody źródlanej. Przy produkcji wykorzystywane jest paliwo odnawialne, które pozwoliło zredukować emisję dwutlenku węgla o ponad 50%. Koskenkorva powstała w 1953 roku i jest jedyną na całym świecie wódką, której nazwa jest taka sama jak wioski gdzie jest produkowana. Koskenkorva Lemon Lime to orzeźwiająca lekka wódka z dodatkiem limonki, cytryny i krwawnika. Świetnie smakuje schłodzona, podana w kieliszku lub jako składnik orzeźwiających, letnich do koktajli.;wodki smakowe
WÓDKA KOSKENKORVA BLUEBERRY JUNIPER 0,7L 37,5%;68.00;https://alkoholeswiata24.pl/gfx/mini/1698060051.1351.jpg, https://alkoholeswiata24.pl/gfx/1698060051.1351.jpg;5;Wódka Koskenkorva Blueberry Juniper 0,7l Koskenkorva Original to wysokiej jakości wódka bio, destylowana w zachodniej Finlandii. To w pełni ekologiczna wódka, 100% ziarna jest wykorzystywane i nic nie jest marnowane. Powstaje z najlepszego jęczmienia i krystalicznej wody źródlanej. Przy produkcji wykorzystywane jest paliwo odnawialne, które pozwoliło zredukować emisję dwutlenku węgla o ponad 50%. Koskenkorva powstała w 1953 roku i jest jedyną na całym świecie wódką, której nazwa jest taka sama jak wioski gdzie jest produkowana. Wódka Koskenkorva Blueberry Juniper aromatyzowana jest amerykańskimi borówkami i jagodami jałowca. Doskonale oddaje charakter lasów skandynawskich.  W smaku wódka Koskenkorva jest łagodna i delikatna. Świetnie smakuje schłodzona, podana w kieliszku lub jako składnik do koktajli.;wodki smakowe
WÓDKA KLASZTORNA PIGWA 30% 0,5L;38.90;https://alkoholeswiata24.pl/gfx/mini/1668695589.0199.jpg, https://alkoholeswiata24.pl/gfx/1668695589.0199.jpg;5;Wódka Klasztorna Pigwa 0,5l 30%;wodki smakowe
WÓDKA MANUFAKTUROWA SMAKOWA ROCZNIKOWA LIMITOWANA 2023 0,7L 46,4%;322.90;https://alkoholeswiata24.pl/gfx/mini/1701353011.6076.jpg, https://alkoholeswiata24.pl/gfx/1701353011.6076.jpg;1;"Wódka Manufakturowa Smakowa Rocznikowa 2023 0,7l 46,4% Wysokiej jakości wódka produkowana w regionie Puszczy Białowieskiej przez polskiego producenta ""Old Polish Vodka"". Produkcja odbywa się według tradycyjnych metod własnej receptury z dokładnie wyselekcjonowanych składników. Produkt manufakturowy doceniany jest na skalę międzynarodową, każdy etap produkcji wymaga staranności, czego efektem jest wódka jakości premium. Jak powstaje wódka Manufakturowa Smakowa Rocznikowana? Wódka powstaje na bazie alkoholu żytniego BIO ORGANIC i przechodzi przez proces łagodnej filtracji co nadaje jej głębokiego i zarazem łagodnego charakteru. Pełnia naturalnych aromatów wzbogacona jest słodyczą prażonych ziaren. Manufakturowa Rocznikowana wydawana jest w małych, limitowanych seriach, gdzie każda butelka jest numerowana co podkreśla jej indywidualność i niepowtarzalność. Piękne opakowanie w którym znajdziesz butelkę o pojemności 0,7l i 2 eleganckie kieliszki zachwyci każdego, dlatego to będzie doskonały pomysł na prezent. Wódka otwiera pełnię swoich smaków, gdy degustowana jest w temperaturze pokojowej lub lekko schłodzona.";wodki smakowe
WÓDKA MIODULA PREZYDENCKA 0,5L 40%+ KIELISZEK KARTON BIAŁY;139.99;https://alkoholeswiata24.pl/gfx/mini/1646049991.2215.jpg, https://alkoholeswiata24.pl/gfx/1646049991.2215.jpg;2;;wodki smakowe
WÓDKA MIODULA PREZYDENCKA 0,5L 40% AWANGARDA  Z KONIAKIEM;99.90;https://alkoholeswiata24.pl/gfx/mini/1648560869.4857.jpg, https://alkoholeswiata24.pl/gfx/1648560869.4857.jpg;4;;wodki smakowe
WÓDKA MIODULA PREZYDENCKA 0,5L 40% + KIELISZKI DREWNIANA SKRZYNKA;209.90;https://alkoholeswiata24.pl/gfx/mini/1668425120.1159.jpg, https://alkoholeswiata24.pl/gfx/1668425120.1159.jpg;0;;wodki smakowe
WÓDKA MIODULA PREZYDENCKA 0,04L 40%;19.20;https://alkoholeswiata24.pl/gfx/mini/1629700167.5189.jpg, https://alkoholeswiata24.pl/gfx/1629700167.5189.jpg;4;;wodki smakowe
WÓDKA MIODULA POLSKA WÓDKA 40% 0,5L;64.00;https://alkoholeswiata24.pl/gfx/mini/1680182641.3994.jpg, https://alkoholeswiata24.pl/gfx/1680182641.3994.jpg;2;Wódka Miodula Polska Polish Vodka 0,5l 40% . Unikalna i niepowtarzalna edycja Polskiej Wódki Miodula. Dojrzewała w 225-litrowych beczkach z polskiego dębu po   , przez co w jej składzie znajdziemy polski miód. Produkt posiada chronione oznaczenie „Polska Wódka/Polish Vodka”, co oznacza, że w skład alkoholu wchodzą  i każdy etap produkcji odbył się dokładnie w Polsce.  : Przyjemny, migdałowy, lekko cytrusowy z nutą mięty. : Delikatny i aksamitny, wanilia, krem, miód. : Długi i miękki.;wodki smakowe
WÓDKA MELROSA TINKTURA RÓŻANA 0,5L 37,5%;129.00;https://alkoholeswiata24.pl/gfx/mini/1624949617.4327.jpg, https://alkoholeswiata24.pl/gfx/1624949617.4327.jpg;1;;wodki smakowe
WÓDKA MANUFAKTUROWA ŚLIWOWICA 1,5L 63%;344.90;https://alkoholeswiata24.pl/gfx/mini/1692012750.0286.jpg, https://alkoholeswiata24.pl/gfx/1692012750.0286.jpg;2;Wódka Manufakturowa Śliwowica 1,5l 63%;wodki smakowe
WÓDKA MIODULA PREZYDENCKA LEŻAKOWAN 0,1L 40%;38.50;https://alkoholeswiata24.pl/gfx/mini/1629700767.3968.jpg, https://alkoholeswiata24.pl/gfx/1629700767.3968.jpg;0;;wodki smakowe
WÓDKA NEMIROFF BURNING PEAR 0,5L 37,5%;41.91;https://alkoholeswiata24.pl/gfx/mini/1667389966.8629.jpg, https://alkoholeswiata24.pl/gfx/1667389966.8629.jpg;0;Wódka Nemiroff Burning Pear 0,5l 37,5%;wodki smakowe
WÓDKA NEMIROFF BOLD ORANGE 0,5L 37,5%;41.91;https://alkoholeswiata24.pl/gfx/mini/1667389352.7854.jpg, https://alkoholeswiata24.pl/gfx/1667389352.7854.jpg;0;Wódka Nemiroff Bold Orange 0,5l 37,5%;wodki smakowe
WÓDKA MOSES DATE VODKA 0,7L 32%;129.00;https://alkoholeswiata24.pl/gfx/mini/1676620952.5436.jpg, https://alkoholeswiata24.pl/gfx/1676620952.5436.jpg;2;Wódka daktylowa Moses Date 0,7l 32% Koszerna  klasy premium. Produkowana jest w Finlandii z melasy oraz krystalicznie czystej wody źrodlanej. Niezwykły i niepowtarzalny produkt godny uwagi. Moses to jedyna marka, która posiada w asortymencie  Ekskluzywna wódka posiada piękny, bursztynowy kolor. Zamknięta jest w wysokiej jakości, eleganckiej butelce z grubym dnem. Do zdobienia butelek wykorzystano najnowocześniejsze technologie- szkło zostało pokryte platyną i 24-karatowym złotem. Na butelce widnieje wizerunek Mojżesza, przed którym według legendy rozstępuje się morze.  Wielokrotnie nagradzana wódka i doceniana na rynku międzynarodowym.  jest oryginalnym produktem, dzięki czemu będzie dobrym  . Charakteryzuje się naturalnym smakiem słodkich owoców. Doskonale smakuje podana w kieliszku solo, jest też dobrą bazą do ciekawych drinków i koktajli.  Tak to możliwe!  , który produkowany jest z melasy powstałej z buraków cukrowych. Produkt jest w 100% koszerny, co oznacza, że nie posiada żadnych barwników ani dodatków smakowych.;wodki smakowe
WÓDKA MOROSHA CRANBERRY 0,5l 21%;24.90;https://alkoholeswiata24.pl/gfx/mini/1683617790.8472.jpg, https://alkoholeswiata24.pl/gfx/1683617790.8472.jpg;10;Wódka Morosha Cranberry 0,5l 21% - wódka żurawinowa Morosha Cranberry to wódka smakowa produkowana w Ukrainie w sercu Karpat na bazie krystalicznej wody i wysokiej jakości spirytusu Lux. Ciekawym dodatkiem jest żurawina, która dodaje trunkowi świeżości i łagodności oraz przyjemnych jagodowych aromatów. Zabutelkowana z mocą 21% abv.   Dużym atutem jest niska cena. Jeśli poszukujesz smakowej  , to będzie wybór doskonały.;wodki smakowe
WÓDKA MORAWSKA ŚLIWKA  CZYSTA 0,5L 38%;44.90;https://alkoholeswiata24.pl/gfx/mini/1650879401.6221.jpg, https://alkoholeswiata24.pl/gfx/1650879401.6221.jpg;0;;wodki smakowe
WÓDKA MIODULA STAROPOLSKA 40% 0,5L;79.90;https://alkoholeswiata24.pl/gfx/mini/1646050445.5304.jpg, https://alkoholeswiata24.pl/gfx/1646050445.5304.jpg;0;Do dziś ten tradycyjny trunek przygotowywany jest w domach na huczne góralskie wesela, a jego receptura sięga czasów powstania Księstwa Cieszyńskiego, obejmującego tereny dzisiejszych Beskidów i Śląska Cieszyńskiego. Produkowana jest na bazie pochodzącego z podbeskidzkich gór polskiego miodu spadziowego oraz specjalnie skomponowanej mieszanki składników. Wyróżnia ją barwa oraz delikatny aromat miodu z subtelną nutą wanilii. Osad na dnie butelki świadczy o naturalnym pochodzeniu składników, z których jest tworzona. Przed podaniem zalecane jest wstrząśnięcie trunku dla jednolitego rozprowadzenia miodu. W zależności od upodobań można podawać ją silnie zmrożoną bądź w temperaturze pokojowej. : Miodowy, słodki, nuty owoców cytrusowych. : Mniej miodowy niż w zapachu, nieco bardziej gorzki niż sugeruje zapach. : Dobry, przyjemny.;wodki smakowe
WÓDKA MIODULA PREZYDENCKA LEŻAKOWANA TEMPRANILLO CASK 2015 0,5L+ KIELISZEK;222.00;https://alkoholeswiata24.pl/gfx/mini/1672832981.335.jpg, https://alkoholeswiata24.pl/gfx/1672832981.335.jpg;2;Wódka Miodula Prezydencka Tempranillo Cask 2015 0,5l + kieliszek;wodki smakowe
WÓDKA MIODULA PREZYDENCKA LEŻAKOWANA 0,5L 40%;104.89;https://alkoholeswiata24.pl/gfx/mini/1646046347.3627.jpg, https://alkoholeswiata24.pl/gfx/1646046347.3627.jpg;0;;wodki smakowe
WÓDKA NEMIROFF WILD CRANBERRY 0,5L 37,5%;41.91;https://alkoholeswiata24.pl/gfx/mini/1667390215.2402.jpg, https://alkoholeswiata24.pl/gfx/1667390215.2402.jpg;1;Wódka Nemiroff Wild Cranberry 0,5l 37,5%;wodki smakowe
