name,price,image_url,product_code,large_image_url,description
"GIN WHITLEY NEILL LONDON DRY GIN 0,7L 43%",119.00,gfx/mini/1699627948.9786.jpg,5011166068020,gfx/1699627948.9786.jpg,Gin Whitley Neill London Dry Gin
"GIN WHITLEY NEILL HANDCRAFTED PINK GRAPEFRUIT 0,7L 43%",136.90,gfx/mini/1681467637.223.jpg,5011166059059,gfx/1681467637.223.jpg,"Gin Whitley Neill Handcrafted Pink Grapefruit 0,7l 43%"
"GIN WHITLEY NEILL HANDCRAFTED NEILL BLACKBERRY 0,7L 43%",136.90,gfx/mini/1612340988.7828.jpg,5011166058106,gfx/1612340988.7828.jpg,
"GIN WHITLEY NEILL HANDCRAFTED GOOSEBERRY 0,7L 43%",119.90,gfx/mini/1619159344.8383.jpg,5011166061960,gfx/1619159344.8383.jpg,
"GIN WHITLEY NEILL HANDCRAFTED ALOE & CUCUMBER 0,7L 43%",136.90,gfx/mini/1612341082.2455.jpg,5011166057291,gfx/1612341082.2455.jpg,
"GIN WHITLEY NEILL MANGO & LIME 0,7L 43%",136.90,gfx/mini/1652687652.1179.jpg,5011166064718,gfx/1652687652.1179.jpg,
"GIN WHITLEY NEILL PINEAPPLE 0,7L 43%",139.00,gfx/mini/1675084392.5289.jpg,5011166068662,gfx/1675084392.5289.jpg,"Gin Whitley Neill Pineapple 0,7l 43%"
"GIN WHITLEY NEILL PEACH 0,7L 43%",119.90,gfx/mini/1675083737.0395.jpg,5011166068655,gfx/1675083737.0395.jpg,"Gin Whitley Neill Peach 0,7l 43%"
"GIN WOLF & OAK RZEMIEŚLNICZA GRUSZKOWA 0,7L 38/40%",116.90,gfx/mini/1676984614.7334.jpg,5905261760104,gfx/1676984614.7334.jpg,"Gin Wolf & Oak Gruszkowy 0,7l 38%"
"GIN WHITLEY NEILL ZESTAW 3 SZT 0,05L 43% MINIATURKI",79.99,gfx/mini/1699622732.2193.jpg,5011166080381,gfx/1699622732.2193.jpg,"Gin Whitley Neill zestaw miniaturek 3 szt 50ml Zestaw trzech miniaturek ginu Whitley Neill w pojemności 50ml. W skład zestawu wchodzą Whitley Neill Raspberry Gin, Whitley Neill Original Gin,   Gin.  Świetny zestaw na prezent lub jako dodatek do prezentu!"
"GIN WOLF & OAK OWOC PASJI 0,7L 38%",134.00,gfx/mini/1676980825.3246.jpg,5903271418626,gfx/1676980825.3246.jpg,"Gin Wolf & Oak Owoc Pasji 0,7l 38%"
"GIN WOLF & OAK I LOVE YOU 0,7L 38%",134.89,gfx/mini/1676986819.1985.jpg,1310,gfx/1676986819.1985.jpg,"Gin Wolf & Oak I Love You Cytrusy 0,7l 38%"
"GIN WOLF & OAK MARCOWE 2022 0,7L 50%",124.89,gfx/mini/1676987131.5043.jpg,1684,gfx/1676987131.5043.jpg,"Gin Wolf & Oak Marcowe 2022 0,7l 50%"
